Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
644(32.2); 15.2676; 15.2676; 15.2645; 15.2582; 15.249; 15.2368; 15.2218; 15.2043; 15.1843; 15.1622; 15.1382; 15.1125; 15.0856; 15.0576; 15.029; 15; 14.971; 14.9424; 14.9144; 14.8875; 14.8618; 14.8378; 14.8157; 14.7957; 14.7782; 14.7632; 14.751; 14.7418; 14.7355; 14.7324; 14.7324; 
645(32.25); 15.266; 15.266; 15.2629; 15.2567; 15.2475; 15.2354; 15.2205; 15.2031; 15.1832; 15.1612; 15.1374; 15.1119; 15.0851; 15.0573; 15.0288; 15; 14.9712; 14.9427; 14.9149; 14.8881; 14.8626; 14.8388; 14.8168; 14.7969; 14.7795; 14.7646; 14.7525; 14.7433; 14.7371; 14.734; 14.734; 
646(32.3); 15.2645; 15.2645; 15.2614; 15.2552; 15.2461; 15.234; 15.2192; 15.2019; 15.1822; 15.1603; 15.1366; 15.1112; 15.0846; 15.0569; 15.0286; 15; 14.9714; 14.9431; 14.9154; 14.8888; 14.8634; 14.8397; 14.8178; 14.7981; 14.7808; 14.766; 14.7539; 14.7448; 14.7386; 14.7355; 14.7355; 
647(32.35); 15.2629; 15.2629; 15.2599; 15.2537; 15.2446; 15.2326; 15.2179; 15.2007; 15.1811; 15.1594; 15.1358; 15.1106; 15.0841; 15.0566; 15.0285; 15; 14.9715; 14.9434; 14.9159; 14.8894; 14.8642; 14.8406; 14.8189; 14.7993; 14.7821; 14.7674; 14.7554; 14.7463; 14.7401; 14.7371; 14.7371; 
648(32.4); 15.2614; 15.2614; 15.2583; 15.2522; 15.2432; 15.2313; 15.2167; 15.1995; 15.18; 15.1584; 15.135; 15.1099; 15.0836; 15.0563; 15.0283; 15; 14.9717; 14.9437; 14.9164; 14.8901; 14.865; 14.8416; 14.82; 14.8005; 14.7833; 14.7687; 14.7568; 14.7478; 14.7417; 14.7386; 14.7386; 
649(32.45); 15.2599; 15.2599; 15.2568; 15.2508; 15.2418; 15.2299; 15.2154; 15.1983; 15.179; 15.1575; 15.1342; 15.1093; 15.0831; 15.0559; 15.0281; 15; 14.9719; 14.9441; 14.9169; 14.8907; 14.8658; 14.8425; 14.821; 14.8017; 14.7846; 14.7701; 14.7582; 14.7492; 14.7432; 14.7401; 14.7401; 
650(32.5); 15.2583; 15.2583; 15.2553; 15.2493; 15.2403; 15.2286; 15.2141; 15.1972; 15.1779; 15.1566; 15.1334; 15.1086; 15.0826; 15.0556; 15.028; 15; 14.972; 14.9444; 14.9174; 14.8914; 14.8666; 14.8434; 14.8221; 14.8028; 14.7859; 14.7714; 14.7597; 14.7507; 14.7447; 14.7417; 14.7417; 
651(32.55); 15.2568; 15.2568; 15.2538; 15.2478; 15.2389; 15.2272; 15.2129; 15.196; 15.1769; 15.1557; 15.1326; 15.108; 15.0821; 15.0553; 15.0278; 15; 14.9722; 14.9447; 14.9179; 14.892; 14.8674; 14.8443; 14.8231; 14.804; 14.7871; 14.7728; 14.7611; 14.7522; 14.7462; 14.7432; 14.7432; 
652(32.6); 15.2553; 15.2553; 15.2523; 15.2464; 15.2375; 15.2259; 15.2116; 15.1949; 15.1758; 15.1547; 15.1318; 15.1074; 15.0816; 15.055; 15.0276; 15; 14.9724; 14.945; 14.9184; 14.8926; 14.8682; 14.8453; 14.8242; 14.8051; 14.7884; 14.7741; 14.7625; 14.7536; 14.7477; 14.7447; 14.7447; 
653(32.65); 15.2538; 15.2538; 15.2508; 15.2449; 15.2361; 15.2246; 15.2104; 15.1937; 15.1748; 15.1538; 15.1311; 15.1067; 15.0812; 15.0546; 15.0275; 15; 14.9725; 14.9454; 14.9188; 14.8933; 14.8689; 14.8462; 14.8252; 14.8063; 14.7896; 14.7754; 14.7639; 14.7551; 14.7492; 14.7462; 14.7462; 
654(32.7); 15.2523; 15.2523; 15.2494; 15.2435; 15.2348; 15.2233; 15.2092; 15.1926; 15.1738; 15.1529; 15.1303; 15.1061; 15.0807; 15.0543; 15.0273; 15; 14.9727; 14.9457; 14.9193; 14.8939; 14.8697; 14.8471; 14.8262; 14.8074; 14.7908; 14.7767; 14.7652; 14.7565; 14.7506; 14.7477; 14.7477; 
655(32.75); 15.2509; 15.2509; 15.2479; 15.2421; 15.2334; 15.222; 15.2079; 15.1915; 15.1728; 15.152; 15.1295; 15.1055; 15.0802; 15.054; 15.0272; 15; 14.9728; 14.946; 14.9198; 14.8945; 14.8705; 14.848; 14.8272; 14.8085; 14.7921; 14.778; 14.7666; 14.7579; 14.7521; 14.7491; 14.7491; 
656(32.8); 15.2494; 15.2494; 15.2465; 15.2406; 15.232; 15.2207; 15.2067; 15.1903; 15.1718; 15.1511; 15.1288; 15.1049; 15.0797; 15.0537; 15.027; 15; 14.973; 14.9463; 14.9203; 14.8951; 14.8712; 14.8489; 14.8282; 14.8097; 14.7933; 14.7793; 14.768; 14.7594; 14.7535; 14.7506; 14.7506; 
657(32.85); 15.2479; 15.2479; 15.245; 15.2392; 15.2307; 15.2194; 15.2055; 15.1892; 15.1707; 15.1503; 15.128; 15.1043; 15.0793; 15.0534; 15.0268; 15; 14.9732; 14.9466; 14.9207; 14.8957; 14.872; 14.8497; 14.8293; 14.8108; 14.7945; 14.7806; 14.7693; 14.7608; 14.755; 14.7521; 14.7521; 
658(32.9); 15.2465; 15.2465; 15.2436; 15.2378; 15.2293; 15.2181; 15.2043; 15.1881; 15.1697; 15.1494; 15.1273; 15.1036; 15.0788; 15.0531; 15.0267; 15; 14.9733; 14.9469; 14.9212; 14.8964; 14.8727; 14.8506; 14.8303; 14.8119; 14.7957; 14.7819; 14.7707; 14.7622; 14.7564; 14.7535; 14.7535; 
659(32.95); 15.245; 15.245; 15.2422; 15.2364; 15.228; 15.2168; 15.2031; 15.187; 15.1688; 15.1485; 15.1265; 15.103; 15.0784; 15.0528; 15.0265; 15; 14.9735; 14.9472; 14.9216; 14.897; 14.8735; 14.8515; 14.8312; 14.813; 14.7969; 14.7832; 14.772; 14.7636; 14.7578; 14.755; 14.755; 
660(33); 15.2436; 15.2436; 15.2407; 15.2351; 15.2266; 15.2155; 15.2019; 15.1859; 15.1678; 15.1476; 15.1258; 15.1024; 15.0779; 15.0524; 15.0264; 15; 14.9736; 14.9476; 14.9221; 14.8976; 14.8742; 14.8524; 14.8322; 14.8141; 14.7981; 14.7845; 14.7734; 14.7649; 14.7593; 14.7564; 14.7564; 
661(33.05); 15.2422; 15.2422; 15.2393; 15.2337; 15.2253; 15.2143; 15.2007; 15.1848; 15.1668; 15.1468; 15.125; 15.1018; 15.0774; 15.0521; 15.0262; 15; 14.9738; 14.9479; 14.9226; 14.8982; 14.875; 14.8532; 14.8332; 14.8152; 14.7993; 14.7857; 14.7747; 14.7663; 14.7607; 14.7578; 14.7578; 
662(33.1); 15.2407; 15.2407; 15.2379; 15.2323; 15.224; 15.213; 15.1996; 15.1838; 15.1658; 15.1459; 15.1243; 15.1012; 15.077; 15.0518; 15.0261; 15; 14.9739; 14.9482; 14.923; 14.8988; 14.8757; 14.8541; 14.8342; 14.8162; 14.8004; 14.787; 14.776; 14.7677; 14.7621; 14.7593; 14.7593; 
663(33.15); 15.2393; 15.2393; 15.2365; 15.2309; 15.2227; 15.2118; 15.1984; 15.1827; 15.1648; 15.145; 15.1236; 15.1006; 15.0765; 15.0515; 15.0259; 15; 14.9741; 14.9485; 14.9235; 14.8994; 14.8764; 14.855; 14.8352; 14.8173; 14.8016; 14.7882; 14.7773; 14.7691; 14.7635; 14.7607; 14.7607; 
664(33.2); 15.2379; 15.2379; 15.2351; 15.2296; 15.2214; 15.2105; 15.1972; 15.1816; 15.1639; 15.1442; 15.1228; 15.1; 15.0761; 15.0512; 15.0258; 15; 14.9742; 14.9488; 14.9239; 14.9; 14.8772; 14.8558; 14.8361; 14.8184; 14.8028; 14.7895; 14.7786; 14.7704; 14.7649; 14.7621; 14.7621; 
665(33.25); 15.2365; 15.2365; 15.2338; 15.2282; 15.2201; 15.2093; 15.1961; 15.1805; 15.1629; 15.1434; 15.1221; 15.0995; 15.0756; 15.0509; 15.0256; 15; 14.9744; 14.9491; 14.9244; 14.9005; 14.8779; 14.8566; 14.8371; 14.8195; 14.8039; 14.7907; 14.7799; 14.7718; 14.7662; 14.7635; 14.7635; 
666(33.3); 15.2351; 15.2351; 15.2324; 15.2269; 15.2188; 15.2081; 15.1949; 15.1795; 15.1619; 15.1425; 15.1214; 15.0989; 15.0752; 15.0506; 15.0255; 15; 14.9745; 14.9494; 14.9248; 14.9011; 14.8786; 14.8575; 14.8381; 14.8205; 14.8051; 14.7919; 14.7812; 14.7731; 14.7676; 14.7649; 14.7649; 
667(33.35); 15.2338; 15.2338; 15.231; 15.2256; 15.2175; 15.2068; 15.1938; 15.1784; 15.161; 15.1417; 15.1207; 15.0983; 15.0748; 15.0503; 15.0253; 15; 14.9747; 14.9497; 14.9252; 14.9017; 14.8793; 14.8583; 14.839; 14.8216; 14.8062; 14.7932; 14.7825; 14.7744; 14.769; 14.7662; 14.7662; 
668(33.4); 15.2324; 15.2324; 15.2297; 15.2243; 15.2162; 15.2056; 15.1926; 15.1774; 15.1601; 15.1408; 15.12; 15.0977; 15.0743; 15.05; 15.0252; 15; 14.9748; 14.95; 14.9257; 14.9023; 14.88; 14.8592; 14.8399; 14.8226; 14.8074; 14.7944; 14.7838; 14.7757; 14.7703; 14.7676; 14.7676; 
669(33.45); 15.231; 15.231; 15.2283; 15.2229; 15.2149; 15.2044; 15.1915; 15.1763; 15.1591; 15.14; 15.1193; 15.0972; 15.0739; 15.0497; 15.025; 15; 14.975; 14.9503; 14.9261; 14.9028; 14.8807; 14.86; 14.8409; 14.8237; 14.8085; 14.7956; 14.7851; 14.7771; 14.7717; 14.769; 14.769; 
670(33.5); 15.2297; 15.2297; 15.227; 15.2216; 15.2137; 15.2032; 15.1904; 15.1753; 15.1582; 15.1392; 15.1186; 15.0966; 15.0734; 15.0494; 15.0249; 15; 14.9751; 14.9506; 14.9266; 14.9034; 14.8814; 14.8608; 14.8418; 14.8247; 14.8096; 14.7968; 14.7863; 14.7784; 14.773; 14.7703; 14.7703; 
671(33.55); 15.2283; 15.2283; 15.2257; 15.2203; 15.2124; 15.202; 15.1893; 15.1743; 15.1573; 15.1384; 15.1179; 15.096; 15.073; 15.0492; 15.0247; 15; 14.9753; 14.9508; 14.927; 14.904; 14.8821; 14.8616; 14.8427; 14.8257; 14.8107; 14.798; 14.7876; 14.7797; 14.7743; 14.7717; 14.7717; 
672(33.6); 15.227; 15.227; 15.2243; 15.219; 15.2112; 15.2008; 15.1882; 15.1733; 15.1563; 15.1376; 15.1172; 15.0955; 15.0726; 15.0489; 15.0246; 15; 14.9754; 14.9511; 14.9274; 14.9045; 14.8828; 14.8624; 14.8437; 14.8267; 14.8118; 14.7992; 14.7888; 14.781; 14.7757; 14.773; 14.773; 
673(33.65); 15.2257; 15.2257; 15.223; 15.2178; 15.2099; 15.1997; 15.1871; 15.1722; 15.1554; 15.1368; 15.1165; 15.0949; 15.0722; 15.0486; 15.0244; 15; 14.9756; 14.9514; 14.9278; 14.9051; 14.8835; 14.8632; 14.8446; 14.8278; 14.8129; 14.8003; 14.7901; 14.7822; 14.777; 14.7743; 14.7743; 
674(33.7); 15.2243; 15.2243; 15.2217; 15.2165; 15.2087; 15.1985; 15.186; 15.1712; 15.1545; 15.136; 15.1158; 15.0943; 15.0717; 15.0483; 15.0243; 15; 14.9757; 14.9517; 14.9283; 14.9057; 14.8842; 14.864; 14.8455; 14.8288; 14.814; 14.8015; 14.7913; 14.7835; 14.7783; 14.7757; 14.7757; 
675(33.75); 15.223; 15.223; 15.2204; 15.2152; 15.2075; 15.1973; 15.1849; 15.1702; 15.1536; 15.1352; 15.1152; 15.0938; 15.0713; 15.048; 15.0241; 15; 14.9759; 14.952; 14.9287; 14.9062; 14.8848; 14.8648; 14.8464; 14.8298; 14.8151; 14.8027; 14.7925; 14.7848; 14.7796; 14.777; 14.777; 
676(33.8); 15.2217; 15.2217; 15.2191; 15.214; 15.2063; 15.1962; 15.1838; 15.1692; 15.1527; 15.1344; 15.1145; 15.0932; 15.0709; 15.0477; 15.024; 15; 14.976; 14.9523; 14.9291; 14.9068; 14.8855; 14.8656; 14.8473; 14.8308; 14.8162; 14.8038; 14.7937; 14.786; 14.7809; 14.7783; 14.7783; 
677(33.85); 15.2204; 15.2204; 15.2178; 15.2127; 15.2051; 15.195; 15.1827; 15.1682; 15.1518; 15.1336; 15.1138; 15.0927; 15.0705; 15.0475; 15.0239; 15; 14.9761; 14.9525; 14.9295; 14.9073; 14.8862; 14.8664; 14.8482; 14.8318; 14.8173; 14.805; 14.7949; 14.7873; 14.7822; 14.7796; 14.7796; 
678(33.9); 15.2191; 15.2191; 15.2166; 15.2114; 15.2039; 15.1939; 15.1816; 15.1673; 15.1509; 15.1328; 15.1131; 15.0921; 15.0701; 15.0472; 15.0237; 15; 14.9763; 14.9528; 14.9299; 14.9079; 14.8869; 14.8672; 14.8491; 14.8327; 14.8184; 14.8061; 14.7961; 14.7886; 14.7834; 14.7809; 14.7809; 
679(33.95); 15.2178; 15.2178; 15.2153; 15.2102; 15.2027; 15.1927; 15.1806; 15.1663; 15.15; 15.132; 15.1125; 15.0916; 15.0697; 15.0469; 15.0236; 15; 14.9764; 14.9531; 14.9303; 14.9084; 14.8875; 14.868; 14.85; 14.8337; 14.8194; 14.8073; 14.7973; 14.7898; 14.7847; 14.7822; 14.7822; 
680(34); 15.2166; 15.2166; 15.214; 15.209; 15.2015; 15.1916; 15.1795; 15.1653; 15.1492; 15.1313; 15.1118; 15.0911; 15.0693; 15.0466; 15.0234; 15; 14.9766; 14.9534; 14.9307; 14.9089; 14.8882; 14.8687; 14.8508; 14.8347; 14.8205; 14.8084; 14.7985; 14.791; 14.786; 14.7834; 14.7834; 
681(34.05); 15.2153; 15.2153; 15.2128; 15.2078; 15.2003; 15.1905; 15.1785; 15.1643; 15.1483; 15.1305; 15.1112; 15.0905; 15.0688; 15.0464; 15.0233; 15; 14.9767; 14.9536; 14.9312; 14.9095; 14.8888; 14.8695; 14.8517; 14.8357; 14.8215; 14.8095; 14.7997; 14.7922; 14.7872; 14.7847; 14.7847; 
682(34.1); 15.214; 15.214; 15.2115; 15.2065; 15.1991; 15.1894; 15.1774; 15.1634; 15.1474; 15.1297; 15.1105; 15.09; 15.0684; 15.0461; 15.0232; 15; 14.9768; 14.9539; 14.9316; 14.91; 14.8895; 14.8703; 14.8526; 14.8366; 14.8226; 14.8106; 14.8009; 14.7935; 14.7885; 14.786; 14.786; 
683(34.15); 15.2128; 15.2128; 15.2103; 15.2053; 15.198; 15.1883; 15.1764; 15.1624; 15.1465; 15.129; 15.1099; 15.0895; 15.068; 15.0458; 15.023; 15; 14.977; 14.9542; 14.932; 14.9105; 14.8901; 14.871; 14.8535; 14.8376; 14.8236; 14.8117; 14.802; 14.7947; 14.7897; 14.7872; 14.7872; 
684(34.2); 15.2115; 15.2115; 15.2091; 15.2041; 15.1968; 15.1872; 15.1753; 15.1615; 15.1457; 15.1282; 15.1092; 15.089; 15.0676; 15.0455; 15.0229; 15; 14.9771; 14.9545; 14.9324; 14.911; 14.8908; 14.8718; 14.8543; 14.8385; 14.8247; 14.8128; 14.8032; 14.7959; 14.7909; 14.7885; 14.7885; 
685(34.25); 15.2103; 15.2103; 15.2078; 15.2029; 15.1956; 15.1861; 15.1743; 15.1605; 15.1448; 15.1274; 15.1086; 15.0884; 15.0672; 15.0453; 15.0228; 15; 14.9772; 14.9547; 14.9328; 14.9116; 14.8914; 14.8726; 14.8552; 14.8395; 14.8257; 14.8139; 14.8044; 14.7971; 14.7922; 14.7897; 14.7897; 
686(34.3); 15.2091; 15.2091; 15.2066; 15.2017; 15.1945; 15.185; 15.1733; 15.1596; 15.144; 15.1267; 15.1079; 15.0879; 15.0669; 15.045; 15.0226; 15; 14.9774; 14.955; 14.9331; 14.9121; 14.8921; 14.8733; 14.856; 14.8404; 14.8267; 14.815; 14.8055; 14.7983; 14.7934; 14.7909; 14.7909; 
687(34.35); 15.2078; 15.2078; 15.2054; 15.2006; 15.1934; 15.1839; 15.1723; 15.1586; 15.1431; 15.126; 15.1073; 15.0874; 15.0665; 15.0447; 15.0225; 15; 14.9775; 14.9553; 14.9335; 14.9126; 14.8927; 14.874; 14.8569; 14.8414; 14.8277; 14.8161; 14.8066; 14.7994; 14.7946; 14.7922; 14.7922; 
688(34.4); 15.2066; 15.2066; 15.2042; 15.1994; 15.1922; 15.1828; 15.1713; 15.1577; 15.1423; 15.1252; 15.1067; 15.0869; 15.0661; 15.0445; 15.0224; 15; 14.9776; 14.9555; 14.9339; 14.9131; 14.8933; 14.8748; 14.8577; 14.8423; 14.8287; 14.8172; 14.8078; 14.8006; 14.7958; 14.7934; 14.7934; 
689(34.45); 15.2054; 15.2054; 15.203; 15.1982; 15.1911; 15.1817; 15.1703; 15.1568; 15.1415; 15.1245; 15.1061; 15.0864; 15.0657; 15.0442; 15.0222; 15; 14.9778; 14.9558; 14.9343; 14.9136; 14.8939; 14.8755; 14.8585; 14.8432; 14.8297; 14.8183; 14.8089; 14.8018; 14.797; 14.7946; 14.7946; 
690(34.5); 15.2042; 15.2042; 15.2018; 15.197; 15.19; 15.1807; 15.1693; 15.1559; 15.1406; 15.1238; 15.1054; 15.0859; 15.0653; 15.044; 15.0221; 15; 14.9779; 14.956; 14.9347; 14.9141; 14.8946; 14.8762; 14.8594; 14.8441; 14.8307; 14.8193; 14.81; 14.803; 14.7982; 14.7958; 14.7958; 
691(34.55); 15.203; 15.203; 15.2006; 15.1959; 15.1889; 15.1796; 15.1683; 15.1549; 15.1398; 15.123; 15.1048; 15.0854; 15.0649; 15.0437; 15.022; 15; 14.978; 14.9563; 14.9351; 14.9146; 14.8952; 14.877; 14.8602; 14.8451; 14.8317; 14.8204; 14.8111; 14.8041; 14.7994; 14.797; 14.797; 
692(34.6); 15.2018; 15.2018; 15.1994; 15.1947; 15.1878; 15.1786; 15.1673; 15.154; 15.139; 15.1223; 15.1042; 15.0849; 15.0645; 15.0434; 15.0219; 15; 14.9781; 14.9566; 14.9355; 14.9151; 14.8958; 14.8777; 14.861; 14.846; 14.8327; 14.8214; 14.8122; 14.8053; 14.8006; 14.7982; 14.7982; 
693(34.65); 15.2006; 15.2006; 15.1983; 15.1936; 15.1867; 15.1775; 15.1663; 15.1531; 15.1382; 15.1216; 15.1036; 15.0844; 15.0642; 15.0432; 15.0217; 15; 14.9783; 14.9568; 14.9358; 14.9156; 14.8964; 14.8784; 14.8618; 14.8469; 14.8337; 14.8225; 14.8133; 14.8064; 14.8017; 14.7994; 14.7994; 
694(34.7); 15.1995; 15.1995; 15.1971; 15.1925; 15.1856; 15.1765; 15.1653; 15.1522; 15.1374; 15.1209; 15.103; 15.0839; 15.0638; 15.0429; 15.0216; 15; 14.9784; 14.9571; 14.9362; 14.9161; 14.897; 14.8791; 14.8626; 14.8478; 14.8347; 14.8235; 14.8144; 14.8075; 14.8029; 14.8005; 14.8005; 
695(34.75); 15.1983; 15.1983; 15.196; 15.1913; 15.1845; 15.1754; 15.1644; 15.1513; 15.1366; 15.1202; 15.1024; 15.0834; 15.0634; 15.0427; 15.0215; 15; 14.9785; 14.9573; 14.9366; 14.9166; 14.8976; 14.8798; 14.8634; 14.8487; 14.8356; 14.8246; 14.8155; 14.8087; 14.804; 14.8017; 14.8017; 
696(34.8); 15.1971; 15.1971; 15.1948; 15.1902; 15.1834; 15.1744; 15.1634; 15.1505; 15.1358; 15.1195; 15.1018; 15.0829; 15.063; 15.0424; 15.0213; 15; 14.9787; 14.9576; 14.937; 14.9171; 14.8982; 14.8805; 14.8642; 14.8495; 14.8366; 14.8256; 14.8166; 14.8098; 14.8052; 14.8029; 14.8029; 
697(34.85); 15.196; 15.196; 15.1937; 15.1891; 15.1823; 15.1734; 15.1624; 15.1496; 15.135; 15.1188; 15.1012; 15.0824; 15.0627; 15.0422; 15.0212; 15; 14.9788; 14.9578; 14.9373; 14.9176; 14.8988; 14.8812; 14.865; 14.8504; 14.8376; 14.8266; 14.8177; 14.8109; 14.8063; 14.804; 14.804; 
698(34.9); 15.1948; 15.1948; 15.1925; 15.188; 15.1812; 15.1724; 15.1615; 15.1487; 15.1342; 15.1181; 15.1006; 15.0819; 15.0623; 15.0419; 15.0211; 15; 14.9789; 14.9581; 14.9377; 14.9181; 14.8994; 14.8819; 14.8658; 14.8513; 14.8385; 14.8276; 14.8188; 14.812; 14.8075; 14.8052; 14.8052; 
699(34.95); 15.1937; 15.1937; 15.1914; 15.1869; 15.1802; 15.1714; 15.1605; 15.1478; 15.1334; 15.1174; 15.1; 15.0814; 15.0619; 15.0417; 15.021; 15; 14.979; 14.9583; 14.9381; 14.9186; 14.9; 14.8826; 14.8666; 14.8522; 14.8395; 14.8286; 14.8198; 14.8131; 14.8086; 14.8063; 14.8063; 
700(35); 15.1925; 15.1925; 15.1903; 15.1858; 15.1791; 15.1704; 15.1596; 15.147; 15.1326; 15.1167; 15.0994; 15.081; 15.0616; 15.0415; 15.0208; 15; 14.9792; 14.9585; 14.9384; 14.919; 14.9006; 14.8833; 14.8674; 14.853; 14.8404; 14.8296; 14.8209; 14.8142; 14.8097; 14.8075; 14.8075; 
701(35.05); 15.1914; 15.1914; 15.1892; 15.1847; 15.1781; 15.1694; 15.1587; 15.1461; 15.1318; 15.116; 15.0988; 15.0805; 15.0612; 15.0412; 15.0207; 15; 14.9793; 14.9588; 14.9388; 14.9195; 14.9012; 14.884; 14.8682; 14.8539; 14.8413; 14.8306; 14.8219; 14.8153; 14.8108; 14.8086; 14.8086; 
702(35.1); 15.1903; 15.1903; 15.1881; 15.1836; 15.177; 15.1684; 15.1577; 15.1452; 15.1311; 15.1153; 15.0982; 15.08; 15.0608; 15.041; 15.0206; 15; 14.9794; 14.959; 14.9392; 14.92; 14.9018; 14.8847; 14.8689; 14.8548; 14.8423; 14.8316; 14.823; 14.8164; 14.8119; 14.8097; 14.8097; 
703(35.15); 15.1892; 15.1892; 15.187; 15.1825; 15.176; 15.1674; 15.1568; 15.1444; 15.1303; 15.1147; 15.0977; 15.0795; 15.0605; 15.0407; 15.0205; 15; 14.9795; 14.9593; 14.9395; 14.9205; 14.9023; 14.8853; 14.8697; 14.8556; 14.8432; 14.8326; 14.824; 14.8175; 14.813; 14.8108; 14.8108; 
704(35.2); 15.1881; 15.1881; 15.1859; 15.1815; 15.175; 15.1664; 15.1559; 15.1435; 15.1295; 15.114; 15.0971; 15.0791; 15.0601; 15.0405; 15.0204; 15; 14.9796; 14.9595; 14.9399; 14.9209; 14.9029; 14.886; 14.8705; 14.8565; 14.8441; 14.8336; 14.825; 14.8185; 14.8141; 14.8119; 14.8119; 
705(35.25); 15.187; 15.187; 15.1848; 15.1804; 15.1739; 15.1654; 15.155; 15.1427; 15.1288; 15.1133; 15.0965; 15.0786; 15.0598; 15.0403; 15.0202; 15; 14.9798; 14.9597; 14.9402; 14.9214; 14.9035; 14.8867; 14.8712; 14.8573; 14.845; 14.8346; 14.8261; 14.8196; 14.8152; 14.813; 14.813; 
706(35.3); 15.1859; 15.1859; 15.1837; 15.1794; 15.1729; 15.1645; 15.1541; 15.1419; 15.128; 15.1126; 15.096; 15.0782; 15.0594; 15.04; 15.0201; 15; 14.9799; 14.96; 14.9406; 14.9218; 14.904; 14.8874; 14.872; 14.8581; 14.8459; 14.8355; 14.8271; 14.8206; 14.8163; 14.8141; 14.8141; 
707(35.35); 15.1848; 15.1848; 15.1826; 15.1783; 15.1719; 15.1635; 15.1532; 15.141; 15.1273; 15.112; 15.0954; 15.0777; 15.0591; 15.0398; 15.02; 15; 14.98; 14.9602; 14.9409; 14.9223; 14.9046; 14.888; 14.8727; 14.859; 14.8468; 14.8365; 14.8281; 14.8217; 14.8174; 14.8152; 14.8152; 
708(35.4); 15.1837; 15.1837; 15.1815; 15.1773; 15.1709; 15.1625; 15.1523; 15.1402; 15.1265; 15.1113; 15.0948; 15.0772; 15.0587; 15.0395; 15.0199; 15; 14.9801; 14.9605; 14.9413; 14.9228; 14.9052; 14.8887; 14.8735; 14.8598; 14.8477; 14.8375; 14.8291; 14.8227; 14.8185; 14.8163; 14.8163; 
709(35.45); 15.1826; 15.1826; 15.1805; 15.1762; 15.1699; 15.1616; 15.1514; 15.1394; 15.1258; 15.1107; 15.0943; 15.0768; 15.0584; 15.0393; 15.0198; 15; 14.9802; 14.9607; 14.9416; 14.9232; 14.9057; 14.8893; 14.8742; 14.8606; 14.8486; 14.8384; 14.8301; 14.8238; 14.8195; 14.8174; 14.8174; 
710(35.5); 15.1815; 15.1815; 15.1794; 15.1752; 15.1689; 15.1606; 15.1505; 15.1386; 15.125; 15.11; 15.0937; 15.0763; 15.0581; 15.0391; 15.0197; 15; 14.9803; 14.9609; 14.9419; 14.9237; 14.9063; 14.89; 14.875; 14.8614; 14.8495; 14.8394; 14.8311; 14.8248; 14.8206; 14.8185; 14.8185; 
711(35.55); 15.1805; 15.1805; 15.1784; 15.1742; 15.1679; 15.1597; 15.1496; 15.1378; 15.1243; 15.1094; 15.0932; 15.0759; 15.0577; 15.0389; 15.0195; 15; 14.9805; 14.9611; 14.9423; 14.9241; 14.9068; 14.8906; 14.8757; 14.8622; 14.8504; 14.8403; 14.8321; 14.8258; 14.8216; 14.8195; 14.8195; 
712(35.6); 15.1794; 15.1794; 15.1773; 15.1731; 15.1669; 15.1588; 15.1487; 15.137; 15.1236; 15.1087; 15.0926; 15.0754; 15.0574; 15.0386; 15.0194; 15; 14.9806; 14.9614; 14.9426; 14.9246; 14.9074; 14.8913; 14.8764; 14.863; 14.8513; 14.8412; 14.8331; 14.8269; 14.8227; 14.8206; 14.8206; 
713(35.65); 15.1784; 15.1784; 15.1763; 15.1721; 15.1659; 15.1578; 15.1479; 15.1361; 15.1228; 15.1081; 15.0921; 15.075; 15.057; 15.0384; 15.0193; 15; 14.9807; 14.9616; 14.943; 14.925; 14.9079; 14.8919; 14.8772; 14.8639; 14.8521; 14.8422; 14.8341; 14.8279; 14.8237; 14.8216; 14.8216; 
714(35.7); 15.1773; 15.1773; 15.1752; 15.1711; 15.165; 15.1569; 15.147; 15.1354; 15.1221; 15.1075; 15.0916; 15.0746; 15.0567; 15.0382; 15.0192; 15; 14.9808; 14.9618; 14.9433; 14.9254; 14.9084; 14.8925; 14.8779; 14.8646; 14.853; 14.8431; 14.835; 14.8289; 14.8248; 14.8227; 14.8227; 
715(35.75); 15.1763; 15.1763; 15.1742; 15.1701; 15.164; 15.156; 15.1461; 15.1346; 15.1214; 15.1068; 15.091; 15.0741; 15.0564; 15.038; 15.0191; 15; 14.9809; 14.962; 14.9436; 14.9259; 14.909; 14.8932; 14.8786; 14.8654; 14.8539; 14.844; 14.836; 14.8299; 14.8258; 14.8237; 14.8237; 
716(35.8); 15.1753; 15.1753; 15.1732; 15.1691; 15.163; 15.1551; 15.1453; 15.1338; 15.1207; 15.1062; 15.0905; 15.0737; 15.056; 15.0377; 15.019; 15; 14.981; 14.9623; 14.944; 14.9263; 14.9095; 14.8938; 14.8793; 14.8662; 14.8547; 14.8449; 14.837; 14.8309; 14.8268; 14.8247; 14.8247; 
717(35.85); 15.1742; 15.1742; 15.1722; 15.1681; 15.1621; 15.1542; 15.1444; 15.133; 15.12; 15.1056; 15.09; 15.0733; 15.0557; 15.0375; 15.0189; 15; 14.9811; 14.9625; 14.9443; 14.9267; 14.91; 14.8944; 14.88; 14.867; 14.8556; 14.8458; 14.8379; 14.8319; 14.8278; 14.8258; 14.8258; 
